2, 1, 389, 6521, 363, 283, 6318, 6721687, 4451739, 3422, 110, 20, 49, 2126191, 8865353, 
2, 1, 943, 990484, 258, 230, 391, 6802012, 4481942, 2797, 63, 2, 3, 2233026, 10030209, 
20, 1, 642, 1349, 1464, 2978, 3433, 47095570, 44870244, 2787, 2051, 22, 32, 2142643, 49252971, 
20, 1, 794, 5099, 1424, 2101, 1772, 46866446, 44647344, 2837, 2104, 13, 25, 2136246, 49018861, 
50, 1, 761, 453122, 3329, 3451, 2760, 79909629, 78341597, 2821, 5155, 41, 99, 2062810, 82443978, 
50, 1, 1004, 1812, 3238, 3825, 2528, 78749880, 77108499, 2825, 5262, 33, 91, 1378942, 80149440, 
2, 2, 1069, 157649, 1066, 599, 762, 2771256, 1731815, 3193, 101, 2, 6, 1281481, 4217184, 
2, 2, 918, 1233, 1100, 443, 439, 2592827, 1712090, 3186, 97, 2, 4, 794984, 3395233, 
20, 2, 894, 8750, 7652, 10646, 2028, 17619555, 16791930, 3188, 3109, 18, 36, 812296, 18468172, 
20, 2, 1108, 1268, 7617, 9442, 1550, 18229173, 17370914, 3222, 3139, 15, 33, 796691, 19053258, 
50, 2, 1252, 3927, 18140, 34672, 3306, 44238053, 43453609, 3214, 8207, 43, 154, 860681, 45171649, 
50, 2, 1229, 5321, 18148, 37630, 3793, 41816969, 41041875, 3199, 8296, 47, 148, 858606, 42753386, 
2, 8, 3441, 696, 10619, 137, 912, 3142226, 2319214, 5462, 1072, 2, 4, 751324, 3915895, 
2, 8, 2227, 716, 10490, 177, 1666, 3175967, 2398717, 5628, 1098, 3, 14, 863674, 4061660, 
20, 8, 3155, 8103, 75754, 6892, 5387, 23778087, 22968922, 5506, 11156, 20, 104, 751219, 24645383, 
20, 8, 2514, 337026, 74334, 7586, 6980, 23696307, 22991000, 5490, 11224, 20, 101, 733773, 24875355, 
50, 8, 3539, 33605, 184937, 104133, 14821, 58324481, 57924066, 5498, 28482, 60, 919, 804482, 59504957, 
50, 8, 3558, 21124, 188709, 101654, 12620, 57933519, 57523105, 5491, 28558, 61, 915, 800052, 59096261, 
2, 32, 907, 2643, 123591, 6712, 8959, 3345597, 2531975, 20794, 4312, 4, 9, 714514, 4228042, 
2, 32, 9267, 2636, 123132, 6828, 8887, 3341961, 2532585, 20794, 4354, 12, 9, 714659, 4232539, 
20, 32, 2982, 45977, 896173, 211153, 69340, 25700286, 26067783, 20788, 43272, 55, 800, 807731, 27798557, 
20, 32, 2937, 45393, 888380, 192905, 119141, 24465401, 24868117, 20997, 43651, 54, 795, 807106, 26586760, 
50, 32, 8082, 413676, 2283340, 1114760, 227449, 57895027, 61231433, 20832, 110474, 137, 9001, 1217179, 63299957, 
50, 32, 7150, 359630, 2008292, 1001982, 140238, 53975859, 56816688, 20754, 109735, 123, 8442, 1003774, 58635979, 
2, 128, 1798, 340884, 191940, 27015, 68350, 4224087, 3166707, 81974, 17423, 13, 52, 595826, 5549362, 
2, 128, 1765, 24665, 188627, 26848, 72377, 4206747, 3168669, 82014, 17341, 14, 50, 594758, 5215206, 
20, 128, 12703, 944199, 1375898, 862606, 484255, 30585668, 32545972, 82144, 172920, 133, 7912, 1006949, 35535387, 
20, 128, 12967, 699299, 1320521, 857965, 475208, 30558302, 32453721, 82036, 171957, 138, 7889, 999842, 35186124, 
50, 128, 21665, 3848359, 3203151, 5010070, 1155259, 74497723, 85084262, 81991, 431140, 343, 93212, 2637764, 90980677, 
50, 128, 21462, 3764094, 3269895, 5199713, 1212211, 75391032, 86302960, 82057, 430767, 375, 91769, 2663630, 92127005, 
2, 1, 482, 590, 296, 332, 965, 6745156, 4476978, 2852, 107, 15, 52, 2074891, 8825738, 
2, 1, 995, 696217, 241, 261, 2748, 6768029, 4502828, 2804, 73, 2, 6, 2231030, 9702406, 
20, 1, 789, 5343, 1416, 3037, 2527, 46727847, 44488207, 2797, 1712, 22, 29, 2132081, 48877600, 
20, 1, 1038, 4419, 1473, 1332, 1152, 46280280, 44047672, 2818, 1663, 17, 25, 2107920, 48402137, 
50, 1, 1208, 542028, 3360, 5096, 12186, 83757242, 82058565, 2813, 4817, 41, 91, 1963412, 86292294, 
50, 1, 1311, 828225, 3352, 7252, 4012, 59883622, 58514584, 2813, 4684, 38, 83, 1469440, 62204832, 
2, 2, 1314, 433, 1115, 605, 574, 2164750, 1393108, 2958, 441, 2, 4, 1054947, 3227143, 
2, 2, 1084, 3784, 1060, 497, 864, 2292321, 1443713, 2928, 441, 2, 9, 654444, 2957434, 
20, 2, 934, 2026, 7210, 11241, 2380, 14476097, 13753831, 2902, 3469, 20, 46, 649905, 15156230, 
20, 2, 989, 1346, 8719, 10089, 1782, 13408677, 12759478, 2897, 3577, 20, 50, 729979, 14168125, 
50, 2, 1421, 342254, 16693, 40225, 6228, 38415987, 37760579, 2909, 8139, 50, 155, 752317, 39586378, 
50, 2, 1197, 4272, 16767, 40472, 4251, 40715101, 40026143, 2910, 8271, 47, 156, 801444, 41594888, 
2, 8, 3989, 674, 10572, 189, 1030, 2905582, 2106550, 5444, 831, 2, 6, 839962, 3768281, 
2, 8, 3771, 731, 10424, 562, 1840, 3705141, 2937913, 5412, 844, 3, 5, 861932, 4590665, 
20, 8, 4425, 7446, 73613, 16134, 10187, 22634727, 22035373, 5470, 11324, 21, 116, 683590, 23447053, 
20, 8, 3658, 399904, 72761, 10953, 5304, 20997916, 20542711, 5387, 11120, 20, 107, 530756, 22037886, 
50, 8, 3767, 426802, 177534, 175541, 14038, 51566477, 51511547, 5395, 28126, 52, 888, 611932, 53010552, 
50, 8, 3746, 22845, 183262, 186886, 28965, 52001173, 51964194, 5397, 28188, 53, 896, 630669, 53092080, 
2, 32, 7048, 3658, 134355, 8345, 10420, 2866481, 2269574, 20873, 4009, 6, 9, 515526, 3570730, 
2, 32, 844, 3688, 133623, 8501, 10519, 2880152, 2286938, 20827, 4055, 6, 8, 515121, 3577344, 
20, 32, 3212, 68015, 954065, 316433, 122420, 22812578, 23552563, 20860, 43068, 50, 809, 698567, 25040077, 
20, 32, 3045, 425230, 888427, 183487, 64491, 22372487, 22667071, 20881, 43140, 70, 800, 657794, 24659852, 
50, 32, 11361, 316420, 2343098, 1602997, 188521, 53972281, 58018427, 20862, 108449, 124, 8327, 1166933, 59739373, 
50, 32, 7176, 277802, 2354908, 1667517, 312943, 56866319, 61119972, 20859, 107307, 151, 8500, 1149070, 62772552, 
2, 128, 1790, 29224, 238065, 33147, 116673, 4235735, 3252526, 81892, 17359, 12, 53, 544509, 5298459, 
2, 128, 1675, 29027, 235544, 33112, 115803, 4221760, 3243823, 81905, 16839, 12, 47, 545631, 5281355, 
20, 128, 13033, 642841, 1652444, 1480420, 884749, 30730369, 34177160, 81723, 171156, 107, 7937, 1175874, 36840653, 
20, 128, 15043, 1188095, 1632271, 1473821, 869063, 30787174, 34184264, 82020, 170710, 146, 7926, 1175150, 37401419, 
50, 128, 22559, 3947179, 3981269, 7842424, 2173309, 74277178, 90610171, 81764, 450766, 331, 92481, 3812062, 96681322, 
50, 128, 22432, 3847624, 3994769, 7953718, 2172897, 77907024, 94436547, 81869, 449998, 322, 92318, 3784898, 100307869, 
2, 1, 512, 584, 337, 287, 1471, 6876637, 4606014, 3182, 94, 11, 51, 2094007, 8977173, 
2, 1, 1171, 1138462, 253, 197, 1576, 6633951, 4390361, 3113, 75, 2, 3, 2089435, 9868238, 
20, 1, 678, 4060, 1379, 2156, 1856, 46187968, 43947783, 3075, 1692, 24, 29, 2107786, 48310703, 
20, 1, 1000, 4480, 1369, 1558, 1330, 46445254, 44197067, 3088, 1725, 21, 33, 2101038, 48560896, 
50, 1, 1180, 508549, 3800, 7269, 5496, 78021414, 76525806, 3108, 5186, 49, 204, 1935316, 80491571, 
