20, 128, 12842, 1986305, 894673, 844198, 400178, 19879287, 21786768, 67476, 148237, 167, 8004, 1246429, 25487796,
20, 128, 17925, 490941, 831053, 541251, 301352, 19934472, 21225640, 66845, 139511, 138, 8000, 976488, 23307976,
50, 128, 16891, 3096368, 2142718, 3139457, 993727, 46174545, 53501271, 67148, 362638, 4237, 94930, 2084925, 58177584,
50, 128, 17636, 3400970, 2062397, 3664054, 936300, 44101763, 52102350, 66941, 370312, 6512, 93810, 2205849, 56926544,
75, 128, 24004, 12700406, 3401555, 10424668, 1483907, 73662228, 93361165, 67684, 539860, 502, 303238, 5132830, 107740882,
75, 128, 26658, 10286986, 2994779, 6987954, 1344940, 67249461, 81527369, 68612, 543701, 1156, 311407, 3648059, 93463713,
120, 128, 41226, 40402879, 4702518, 17227443, 2117574, 87723851, 119423350, 67080, 855126, 992, 1146077, 6966400, 161251166,
120, 128, 42859, 36303614, 4735703, 17537806, 2144946, 84425350, 116933424, 67040, 852851, 5562, 1150744, 7154747, 154421222,
2, 256, 2466, 55850, 166156, 47453, 121171, 4881602, 4305857, 133886, 29163, 36, 116, 414960, 5852859,
2, 256, 2468, 52027, 155027, 45874, 155498, 4453196, 3889388, 133590, 29067, 1050, 113, 374771, 5402681,
20, 256, 14315, 2193285, 1175603, 2294991, 1110022, 36597576, 41357093, 133579, 293432, 258, 25509, 1198405, 45036975,
20, 256, 14070, 2466160, 1249230, 2862810, 1138611, 38774967, 44198220, 133534, 292080, 4066, 25530, 1268327, 48229385,
50, 256, 33329, 21655720, 2749888, 12321188, 2312668, 84750692, 105649421, 133543, 739084, 628, 344077, 3895326, 128936143,
50, 256, 33515, 21289282, 2965950, 16211859, 2681060, 89483048, 115770891, 133577, 737257, 3977, 343205, 4730678, 138613408,
75, 256, 51432, 116008869, 4362420, 31794327, 4570631, 136397597, 187137927, 135488, 1112746, 5154, 1169657, 9117860, 304726181,
75, 256, 58162, 109482374, 4074568, 30465805, 3998645, 130431491, 179037679, 133943, 1127913, 3722, 1216528, 9090826, 290083977,
2, 512, 6206, 167101, 1646415, 72114, 471806, 7756646, 7125683, 264733, 56714, 49, 320, 238309, 10680413,
2, 512, 5680, 182532, 1674852, 73986, 378653, 8020685, 7331286, 262912, 56723, 3568, 317, 243572, 10903480,
20, 512, 28370, 11551240, 12772745, 6536635, 2642017, 57243376, 79466846, 263304, 563662, 6311, 95544, 2694104, 94397308,
20, 512, 28014, 11493538, 12844340, 5831347, 2467225, 56400203, 77585919, 263179, 555594, 472, 96816, 2486334, 92467062,
50, 512, 69814, 166019037, 31193778, 39989449, 6454408, 140112523, 234563584, 264331, 1395059, 24363, 1359055, 17091314, 403973131,
50, 512, 70224, 155386712, 31412839, 39912560, 6557649, 146713130, 240512535, 266031, 1393037, 11270, 1342271, 17166218, 400231941,
75, 512, 115392, 729131210, 45816826, 86072322, 9226681, 201520957, 380441996, 263863, 2215252, 14253, 4851802, 33837201, 1113065759,
75, 512, 109494, 963114432, 46522201, 88483557, 9074428, 202832502, 393552344, 262489, 2141825, 32589, 4533713, 42927885, 1360035115,
