16,  2,  16,  10,  1.00773,  0.793033,  4695141,  0,
16,  2,  16,  10,  1.00636,  0.792222,  3334280,  0,
16,  2,  16,  10,  1.00514,  0.790826,  3498102,  0,
16,  3,  24,  10,  1.48738,  0.695377,  4522561,  0,
16,  3,  24,  10,  1.48903,  0.699024,  4623837,  0,
16,  3,  24,  10,  1.4842,  0.695984,  4687062,  0,
16,  4,  32,  10,  1.33571,  0.453814,  5392206,  0,
16,  4,  32,  10,  1.33684,  0.453565,  5364713,  0,
16,  4,  32,  10,  1.34162,  0.455055,  5704938,  0,
16,  5,  40,  10,  1.66142,  0.41108,  6433718,  0,
16,  5,  40,  10,  1.66573,  0.411924,  6467853,  0,
16,  5,  40,  10,  1.66512,  0.412143,  5189801,  0,
16,  6,  48,  10,  1.50212,  0.304599,  5573167,  0,
16,  6,  48,  10,  1.50423,  0.304906,  5533999,  0,
16,  6,  48,  10,  1.50355,  0.305347,  5543411,  0,
16,  7,  56,  10,  1.74424,  0.279568,  6416238,  0,
16,  7,  56,  10,  1.74839,  0.28063,  6697968,  0,
16,  7,  56,  10,  1.74879,  0.280216,  6369415,  0,
16,  8,  64,  10,  1.60152,  0.219649,  7094614,  0,
16,  8,  64,  10,  1.60268,  0.220779,  7078431,  0,
16,  8,  64,  10,  1.60044,  0.219148,  7197774,  0,
16,  9,  72,  10,  1.79771,  0.207612,  7561417,  0,
16,  9,  72,  10,  1.7962,  0.205842,  7344941,  0,
16,  9,  72,  10,  1.79605,  0.206372,  7323293,  0,
16,  10,  80,  10,  1.66569,  0.171144,  7945626,  0,
16,  10,  80,  10,  1.6638,  0.169691,  7948658,  0,
16,  10,  80,  10,  1.66882,  0.167707,  7963865,  0,
16,  11,  88,  10,  1.82961,  0.16013,  8751379,  0,
16,  11,  88,  10,  1.83791,  0.161652,  8738884,  0,
16,  11,  88,  10,  1.83273,  0.159007,  9040312,  0,
16,  12,  96,  10,  1.71237,  0.136924,  9488406,  0,
16,  12,  96,  10,  1.71536,  0.135724,  9384298,  0,
16,  12,  96,  10,  1.71181,  0.135346,  9374544,  0,
16,  13,  104,  10,  1.85952,  0.129038,  10169456,  0,
16,  13,  104,  10,  1.85511,  0.128336,  10586535,  0,
16,  13,  104,  10,  1.85712,  0.129754,  10543279,  0,
16,  14,  112,  10,  1.75096,  0.112397,  11229122,  0,
16,  14,  112,  10,  1.7501,  0.111055,  11201772,  0,
16,  14,  112,  10,  1.74978,  0.111449,  11223334,  0,
16,  15,  120,  10,  1.87664,  0.105225,  12010483,  0,
16,  15,  120,  10,  1.87554,  0.107327,  12012664,  0,
16,  15,  120,  10,  1.87373,  0.107742,  12034934,  0,
16,  16,  128,  10,  1.77738,  0.0929022,  12683370,  0,
16,  16,  128,  10,  1.77723,  0.094021,  12675151,  0,
16,  16,  128,  10,  1.78114,  0.0927327,  12994554,  0,
16,  17,  136,  10,  1.88737,  0.0915063,  13532442,  0,
16,  17,  136,  10,  1.88839,  0.0916795,  13480929,  0,
16,  17,  136,  10,  1.88691,  0.0912391,  13452869,  0,
16,  18,  144,  10,  1.7997,  0.0789945,  13538890,  0,
16,  18,  144,  10,  1.80071,  0.0801667,  13444871,  0,
16,  18,  144,  10,  1.80111,  0.077793,  13253162,  0,
16,  19,  152,  10,  1.90275,  0.0788478,  13331447,  0,
16,  19,  152,  10,  1.90043,  0.0786092,  13329571,  0,
16,  19,  152,  10,  1.89872,  0.0790697,  13341798,  0,
16,  20,  160,  10,  1.81955,  0.0672937,  13959074,  0,
16,  20,  160,  10,  1.8167,  0.0692672,  13941991,  0,
16,  20,  160,  10,  1.81796,  0.0697824,  13949895,  0,
16,  21,  168,  10,  1.90574,  0.0691822,  14608193,  0,
16,  21,  168,  10,  1.90464,  0.0671117,  14449135,  0,
16,  21,  168,  10,  1.90862,  0.0675198,  14808159,  0,
16,  22,  176,  10,  1.83844,  0.0603912,  15059400,  0,
16,  22,  176,  10,  1.83596,  0.0609078,  15108703,  0,
16,  22,  176,  10,  1.83238,  0.0606633,  15044067,  0,
16,  23,  184,  10,  1.9111,  0.0607427,  15732406,  0,
16,  23,  184,  10,  1.92153,  0.0604061,  15410358,  0,
16,  23,  184,  10,  1.91866,  0.059515,  15440797,  0,
16,  24,  192,  10,  1.84368,  0.0541836,  15936152,  0,
16,  24,  192,  10,  1.84589,  0.0532094,  15743695,  0,
16,  24,  192,  10,  1.84374,  0.0535159,  15153939,  0,
16,  25,  200,  10,  1.92162,  0.0531285,  15812119,  0,
16,  25,  200,  10,  1.91756,  0.054631,  15804562,  0,
16,  25,  200,  10,  1.9167,  0.0528071,  15815230,  0,
16,  26,  208,  10,  1.85592,  0.0471327,  16331692,  0,
16,  26,  208,  10,  1.85618,  0.04798,  16298598,  0,
16,  26,  208,  10,  1.85825,  0.0488366,  16322472,  0,
16,  27,  216,  10,  1.92511,  0.0464798,  17031925,  0,
16,  27,  216,  10,  1.92688,  0.0470808,  17048973,  0,
16,  27,  216,  10,  1.93169,  0.0478502,  17028783,  0,
16,  28,  224,  10,  1.86523,  0.0422444,  17608881,  0,
16,  28,  224,  10,  1.8685,  0.0422059,  17431855,  0,
16,  28,  224,  10,  1.86764,  0.0425076,  17365986,  0,
16,  29,  232,  10,  1.93364,  0.0442815,  18051858,  0,
16,  29,  232,  10,  1.93396,  0.0436587,  18049689,  0,
16,  29,  232,  10,  1.93489,  0.0415671,  18028806,  0,
16,  30,  240,  10,  1.87225,  0.0393452,  18536020,  0,
16,  30,  240,  10,  1.8761,  0.039298,  18578320,  0,
16,  30,  240,  10,  1.87273,  0.0390692,  18581958,  0,
16,  31,  248,  10,  1.93597,  0.0392377,  19198178,  0,
16,  31,  248,  10,  1.93531,  0.0396806,  19189750,  0,
16,  31,  248,  10,  1.93663,  0.0395708,  19232662,  0,
16,  32,  256,  10,  1.88068,  0.0351681,  19700854,  0,
16,  32,  256,  10,  1.87949,  0.0358981,  19708673,  0,
16,  32,  256,  10,  1.87701,  0.0356608,  19746633,  0,
16,  33,  264,  10,  1.94112,  0.0356669,  20389631,  0,
16,  33,  264,  10,  1.93781,  0.0346116,  20388517,  0,
16,  33,  264,  10,  1.93639,  0.0356157,  20384626,  0,
16,  34,  272,  10,  1.89037,  0.0334231,  20898615,  0,
16,  34,  272,  10,  1.88767,  0.0330804,  20996510,  0,
16,  34,  272,  10,  1.88247,  0.0320976,  20927855,  0,
16,  35,  280,  10,  1.94492,  0.0337285,  21610314,  0,
16,  35,  280,  10,  1.94446,  0.0330627,  21627915,  0,
